age,n,group
13,196,middle
14,207,middle
15,213,middle
16,216,middle
17,222,middle
18,223,middle
19,225,middle
20,228,middle
21,232,middle
22,233,middle
23,236,middle
24,237,middle
25,241,middle
26,241,middle
27,241,middle
28,241,middle
29,241,middle
30,241,middle
31,241,middle
32,241,middle
33,242,middle
34,242,middle
35,242,middle
36,242,middle
37,242,middle
38,242,middle
39,242,middle
40,242,middle
41,242,middle
42,242,middle
43,242,middle
44,242,middle
45,242,middle
46,242,middle
47,242,middle
48,242,middle
49,242,middle
50,242,middle
0,4,bottom
1,5,bottom
2,5,bottom
3,13,bottom
4,21,bottom
5,27,bottom
6,31,bottom
7,37,bottom
8,49,bottom
9,56,bottom
10,63,bottom
11,74,bottom
12,77,bottom
13,84,bottom
14,85,bottom
15,86,bottom
16,88,bottom
17,90,bottom
18,92,bottom
19,108,bottom
20,108,bottom
21,108,bottom
22,108,bottom
23,108,bottom
24,108,bottom
25,108,bottom
26,108,bottom
27,108,bottom
28,108,bottom
29,108,bottom
30,108,bottom
31,108,bottom
32,108,bottom
33,108,bottom
34,108,bottom
35,108,bottom
36,108,bottom
37,108,bottom
38,108,bottom
39,108,bottom
40,108,bottom
41,108,bottom
42,108,bottom
43,108,bottom
44,108,bottom
45,108,bottom
46,108,bottom
47,108,bottom
48,108,bottom
49,108,bottom
50,108,bottom
0,1,bottom
1,3,bottom
2,6,bottom
3,11,bottom
4,14,bottom
5,31,bottom
6,37,bottom
7,39,bottom
8,40,bottom
9,44,bottom
10,49,bottom
11,72,bottom
12,92,bottom
13,109,bottom
14,117,bottom
15,118,bottom
16,123,bottom
17,138,bottom
18,158,bottom
19,168,bottom
20,184,bottom
21,185,bottom
22,185,bottom
23,185,bottom
24,185,bottom
25,185,bottom
26,185,bottom
27,185,bottom
28,185,bottom
29,185,bottom
30,185,bottom
31,185,bottom
32,185,bottom
33,185,bottom
34,185,bottom
35,185,bottom
36,185,bottom
37,185,bottom
38,185,bottom
39,185,bottom
40,185,bottom
41,185,bottom
42,185,bottom
43,185,bottom
44,185,bottom
45,185,bottom
46,185,bottom
47,185,bottom
48,185,bottom
49,185,bottom
50,185,bottom
0,3,bottom
1,19,bottom
2,23,bottom
3,28,bottom
4,32,bottom
5,34,bottom
6,34,bottom
7,34,bottom
8,34,bottom
9,35,bottom
10,37,bottom
11,38,bottom
12,45,bottom
13,47,bottom
14,60,bottom
15,66,bottom
16,68,bottom
17,68,bottom
18,69,bottom
19,71,bottom
20,75,bottom
21,75,bottom
22,76,bottom
23,77,bottom
24,78,bottom
25,79,bottom
26,79,bottom
27,79,bottom
28,81,bottom
29,83,bottom
30,84,bottom
31,84,bottom
32,84,bottom
33,84,bottom
34,84,bottom
35,87,bottom
36,88,bottom
37,89,bottom
38,92,bottom
39,93,bottom
40,93,bottom
41,93,bottom
42,93,bottom
43,93,bottom
44,93,bottom
45,93,bottom
46,93,bottom
47,93,bottom
48,93,bottom
49,93,bottom
50,93,bottom
0,3,top
1,19,top
2,38,top
3,68,top
4,100,top
5,126,top
6,147,top
7,165,top
8,187,top
9,216,top
10,241,top
11,259,top
12,279,top
13,303,top
14,326,top
15,346,top
16,375,top
17,400,top
18,419,top
19,439,top
20,440,top
21,440,top
22,440,top
23,440,top
24,440,top
25,440,top
26,440,top
27,440,top
28,440,top
29,440,top
30,440,top
31,440,top
32,440,top
33,440,top
34,440,top
35,440,top
36,440,top
37,440,top
38,440,top
39,440,top
40,440,top
41,440,top
42,440,top
43,440,top
44,440,top
45,440,top
46,440,top
47,440,top
48,440,top
49,440,top
50,440,top
0,9,middle
1,17,middle
2,20,middle
3,33,middle
4,37,middle
5,39,middle
6,41,middle
7,42,middle
8,47,middle
9,67,middle
10,99,middle
11,122,middle
12,144,middle
13,192,middle
14,253,middle
15,333,middle
16,417,middle
17,513,middle
18,606,middle
19,693,middle
20,769,middle
21,845,middle
22,941,middle
23,995,middle
24,1064,middle
25,1111,middle
26,1111,middle
27,1111,middle
28,1111,middle
29,1111,middle
30,1111,middle
31,1111,middle
32,1111,middle
33,1111,middle
34,1111,middle
35,1111,middle
36,1111,middle
37,1111,middle
38,1111,middle
39,1111,middle
40,1111,middle
41,1111,middle
42,1111,middle
43,1111,middle
44,1111,middle
45,1111,middle
46,1111,middle
47,1111,middle
48,1111,middle
49,1111,middle
50,1111,middle
0,2,bottom
1,5,bottom
2,6,bottom
3,6,bottom
4,9,bottom
5,12,bottom
6,14,bottom
7,20,bottom
8,36,bottom
9,38,bottom
10,49,bottom
11,58,bottom
12,71,bottom
13,83,bottom
14,96,bottom
15,107,bottom
16,123,bottom
17,130,bottom
18,134,bottom
19,136,bottom
20,136,bottom
21,136,bottom
22,136,bottom
23,136,bottom
24,136,bottom
25,136,bottom
26,136,bottom
27,136,bottom
28,136,bottom
29,136,bottom
30,136,bottom
31,136,bottom
32,136,bottom
33,136,bottom
34,136,bottom
35,136,bottom
36,136,bottom
37,136,bottom
38,136,bottom
39,136,bottom
40,136,bottom
41,136,bottom
42,136,bottom
43,136,bottom
44,136,bottom
45,136,bottom
46,136,bottom
47,136,bottom
48,136,bottom
49,136,bottom
50,136,bottom
0,11,middle
1,16,middle
2,25,middle
3,29,middle
4,36,middle
5,40,middle
6,52,middle
7,61,middle
8,68,middle
9,75,middle
10,80,middle
11,91,middle
12,100,middle
13,107,middle
14,109,middle
15,110,middle
16,110,middle
17,110,middle
18,110,middle
19,110,middle
20,110,middle
21,110,middle
22,110,middle
23,110,middle
24,110,middle
25,110,middle
26,110,middle
27,110,middle
28,110,middle
29,110,middle
30,110,middle
31,110,middle
32,110,middle
33,110,middle
34,110,middle
35,110,middle
36,110,middle
37,110,middle
38,110,middle
39,110,middle
40,110,middle
41,110,middle
42,110,middle
43,110,middle
44,110,middle
45,110,middle
46,110,middle
47,110,middle
48,110,middle
49,110,middle
50,110,middle
0,5,bottom
1,8,bottom
2,14,bottom
3,17,bottom
4,17,bottom
5,21,bottom
6,31,bottom
7,50,bottom
8,55,bottom
9,57,bottom
10,61,bottom
11,65,bottom
12,65,bottom
13,69,bottom
14,74,bottom
15,76,bottom
16,78,bottom
17,82,bottom
18,83,bottom
19,88,bottom
20,94,bottom
21,96,bottom
22,97,bottom
23,97,bottom
24,97,bottom
25,97,bottom
26,97,bottom
27,97,bottom
28,97,bottom
29,97,bottom
30,97,bottom
31,97,bottom
32,97,bottom
33,97,bottom
34,97,bottom
35,97,bottom
36,97,bottom
37,97,bottom
38,97,bottom
39,97,bottom
40,97,bottom
41,97,bottom
42,97,bottom
43,97,bottom
44,97,bottom
45,97,bottom
46,97,bottom
47,97,bottom
48,97,bottom
49,97,bottom
50,97,bottom
0,1,bottom
1,2,bottom
2,3,bottom
3,5,bottom
4,6,bottom
5,7,bottom
6,8,bottom
7,9,bottom
8,9,bottom
9,10,bottom
10,11,bottom
11,11,bottom
12,11,bottom
13,15,bottom
14,20,bottom
15,24,bottom
16,25,bottom
17,25,bottom
18,26,bottom
19,27,bottom
20,27,bottom
21,28,bottom
22,28,bottom
23,28,bottom
24,28,bottom
25,29,bottom
26,29,bottom
27,29,bottom
28,29,bottom
29,29,bottom
30,29,bottom
31,29,bottom
32,29,bottom
33,29,bottom
34,29,bottom
35,29,bottom
36,29,bottom
37,29,bottom
38,29,bottom
39,29,bottom
40,29,bottom
41,29,bottom
42,29,bottom
43,29,bottom
44,29,bottom
45,29,bottom
46,29,bottom
47,29,bottom
48,29,bottom
49,29,bottom
50,29,bottom
0,1,bottom
1,2,bottom
2,7,bottom
3,14,bottom
4,24,bottom
5,28,bottom
6,33,bottom
7,36,bottom
8,41,bottom
9,45,bottom
10,46,bottom
11,49,bottom
12,51,bottom
13,54,bottom
14,56,bottom
15,62,bottom
16,63,bottom
17,69,bottom
18,69,bottom
19,71,bottom
20,74,bottom
21,76,bottom
22,76,bottom
23,76,bottom
24,76,bottom
25,76,bottom
26,76,bottom
27,76,bottom
28,76,bottom
29,76,bottom
30,76,bottom
31,76,bottom
32,76,bottom
33,76,bottom
34,76,bottom
35,76,bottom
36,76,bottom
37,76,bottom
38,76,bottom
39,76,bottom
40,76,bottom
41,76,bottom
42,76,bottom
43,76,bottom
44,76,bottom
45,76,bottom
46,76,bottom
47,76,bottom
48,76,bottom
49,76,bottom
50,76,bottom
0,2,bottom
1,11,bottom
2,16,bottom
3,19,bottom
4,25,bottom
5,27,bottom
6,31,bottom
7,35,bottom
8,41,bottom
9,46,bottom
10,52,bottom
11,66,bottom
12,72,bottom
13,77,bottom
14,87,bottom
15,97,bottom
16,102,bottom
17,108,bottom
18,117,bottom
19,119,bottom
20,119,bottom
21,119,bottom
22,119,bottom
23,119,bottom
24,119,bottom
25,119,bottom
26,119,bottom
27,119,bottom
28,119,bottom
29,119,bottom
30,119,bottom
31,119,bottom
32,119,bottom
33,119,bottom
34,119,bottom
35,119,bottom
36,119,bottom
37,119,bottom
38,119,bottom
39,119,bottom
40,119,bottom
41,119,bottom
42,119,bottom
43,119,bottom
44,119,bottom
45,119,bottom
46,119,bottom
47,119,bottom
48,119,bottom
49,119,bottom
50,119,bottom
0,3,bottom
1,3,bottom
2,6,bottom
3,7,bottom
4,11,bottom
5,18,bottom
6,19,bottom
7,19,bottom
8,19,bottom
9,19,bottom
10,23,bottom
11,25,bottom
12,26,bottom
13,27,bottom
14,32,bottom
15,32,bottom
16,43,bottom
17,52,bottom
18,64,bottom
19,80,bottom
20,91,bottom
21,98,bottom
22,98,bottom
23,98,bottom
24,98,bottom
25,98,bottom
26,98,bottom
27,98,bottom
28,98,bottom
29,98,bottom
30,98,bottom
31,98,bottom
32,98,bottom
33,98,bottom
34,98,bottom
35,98,bottom
36,98,bottom
37,98,bottom
38,98,bottom
39,98,bottom
40,98,bottom
41,98,bottom
42,98,bottom
43,98,bottom
44,98,bottom
45,98,bottom
46,98,bottom
47,98,bottom
48,98,bottom
49,98,bottom
50,98,bottom
0,6,bottom
1,6,bottom
2,8,bottom
3,8,bottom
4,11,bottom
5,16,bottom
6,16,bottom
7,16,bottom
8,16,bottom
9,17,bottom
10,22,bottom
11,28,bottom
12,40,bottom
13,44,bottom
14,55,bottom
15,61,bottom
16,79,bottom
17,90,bottom
18,104,bottom
19,121,bottom
20,130,bottom
21,142,bottom
22,147,bottom
23,147,bottom
24,147,bottom
25,147,bottom
26,147,bottom
27,147,bottom
28,147,bottom
29,147,bottom
30,147,bottom
31,147,bottom
32,147,bottom
33,147,bottom
34,147,bottom
35,147,bottom
36,147,bottom
37,147,bottom
38,147,bottom
39,147,bottom
40,147,bottom
41,147,bottom
42,147,bottom
43,147,bottom
44,147,bottom
45,147,bottom
46,147,bottom
47,147,bottom
48,147,bottom
49,147,bottom
50,147,bottom
0,1,bottom
1,1,bottom
2,2,bottom
3,2,bottom
4,2,bottom
5,3,bottom
6,3,bottom
7,4,bottom
8,5,bottom
9,5,bottom
10,6,bottom
11,7,bottom
12,9,bottom
13,9,bottom
14,12,bottom
15,18,bottom
16,23,bottom
17,26,bottom
18,30,bottom
19,35,bottom
20,36,bottom
21,39,bottom
22,39,bottom
23,39,bottom
24,39,bottom
25,39,bottom
26,39,bottom
27,39,bottom
28,39,bottom
29,39,bottom
30,39,bottom
31,39,bottom
32,39,bottom
33,39,bottom
34,39,bottom
35,39,bottom
36,39,bottom
37,39,bottom
38,39,bottom
39,39,bottom
40,39,bottom
41,39,bottom
42,39,bottom
43,39,bottom
44,39,bottom
45,39,bottom
46,39,bottom
47,39,bottom
48,39,bottom
49,39,bottom
50,39,bottom
0,6,bottom
1,8,bottom
2,8,bottom
3,8,bottom
4,9,bottom
5,10,bottom
6,11,bottom
7,13,bottom
8,17,bottom
9,18,bottom
10,20,bottom
11,21,bottom
12,22,bottom
13,24,bottom
14,24,bottom
15,25,bottom
16,25,bottom
17,25,bottom
18,25,bottom
19,25,bottom
20,25,bottom
21,25,bottom
22,26,bottom
23,26,bottom
24,26,bottom
25,26,bottom
26,26,bottom
27,26,bottom
28,26,bottom
29,26,bottom
30,26,bottom
31,26,bottom
32,26,bottom
33,26,bottom
34,26,bottom
35,26,bottom
36,26,bottom
37,26,bottom
38,26,bottom
39,26,bottom
40,26,bottom
41,26,bottom
42,26,bottom
43,26,bottom
44,26,bottom
45,26,bottom
46,26,bottom
47,26,bottom
48,26,bottom
49,26,bottom
50,26,bottom
0,1,middle
1,10,middle
2,21,middle
3,47,middle
4,65,middle
5,76,middle
6,78,middle
7,81,middle
8,83,middle
9,95,middle
10,103,middle
11,109,middle
12,112,middle
13,116,middle
14,122,middle
15,126,middle
16,133,middle
17,136,middle
18,140,middle
19,147,middle
20,147,middle
21,147,middle
22,147,middle
23,147,middle
24,147,middle
25,147,middle
26,147,middle
27,147,middle
28,147,middle
29,147,middle
30,147,middle
31,147,middle
32,147,middle
33,147,middle
34,147,middle
35,147,middle
36,147,middle
37,147,middle
38,147,middle
39,147,middle
40,147,middle
41,147,middle
42,147,middle
43,147,middle
44,147,middle
45,147,middle
46,147,middle
47,147,middle
48,147,middle
49,147,middle
50,147,middle
0,1,middle
1,4,middle
2,8,middle
3,9,middle
4,16,middle
5,22,middle
6,25,middle
7,29,middle
8,38,middle
9,45,middle
10,56,middle
11,65,middle
12,80,middle
13,89,middle
14,97,middle
15,110,middle
16,124,middle
17,143,middle
18,143,middle
19,143,middle
20,143,middle
21,143,middle
22,143,middle
23,143,middle
24,143,middle
25,143,middle
26,143,middle
27,143,middle
28,143,middle
29,143,middle
30,143,middle
31,143,middle
32,143,middle
33,143,middle
34,143,middle
35,143,middle
36,143,middle
37,143,middle
38,143,middle
39,143,middle
40,143,middle
41,143,middle
42,143,middle
43,143,middle
44,143,middle
45,143,middle
46,143,middle
47,143,middle
48,143,middle
49,143,middle
50,143,middle
0,11,middle
1,24,middle
2,32,middle
3,32,middle
4,32,middle
5,32,middle
6,35,middle
7,44,middle
8,50,middle
9,57,middle
10,66,middle
11,78,middle
12,83,middle
13,85,middle
14,85,middle
15,88,middle
16,88,middle
17,90,middle
18,95,middle
19,99,middle
20,99,middle
21,100,middle
22,101,middle
23,102,middle
24,102,middle
25,104,middle
26,105,middle
27,106,middle
28,110,middle
29,111,middle
30,111,middle
31,112,middle
32,113,middle
33,113,middle
34,114,middle
35,114,middle
36,114,middle
37,114,middle
38,114,middle
39,114,middle
40,114,middle
41,114,middle
42,114,middle
43,114,middle
44,114,middle
45,114,middle
46,114,middle
47,114,middle
48,114,middle
49,114,middle
50,114,middle
0,23,middle
1,37,middle
2,47,middle
3,59,middle
4,72,middle
5,84,middle
6,92,middle
7,104,middle
8,111,middle
9,120,middle
10,130,middle
11,138,middle
12,146,middle
13,149,middle
14,153,middle
15,156,middle
16,158,middle
17,165,middle
18,166,middle
19,170,middle
20,171,middle
21,177,middle
22,185,middle
23,188,middle
24,202,middle
25,208,middle
26,216,middle
27,224,middle
28,229,middle
29,234,middle
30,237,middle
31,240,middle
32,242,middle
33,245,middle
34,245,middle
35,245,middle
36,245,middle
37,245,middle
38,245,middle
39,245,middle
40,245,middle
41,245,middle
42,245,middle
43,245,middle
44,245,middle
45,245,middle
46,245,middle
47,245,middle
48,245,middle
49,245,middle
50,245,middle
0,3,bottom
1,5,bottom
2,7,bottom
3,17,bottom
4,24,bottom
5,25,bottom
6,33,bottom
7,35,bottom
8,37,bottom
9,38,bottom
10,41,bottom
11,43,bottom
12,44,bottom
13,45,bottom
14,51,bottom
15,53,bottom
16,53,bottom
17,53,bottom
18,53,bottom
19,54,bottom
20,54,bottom
21,54,bottom
22,55,bottom
23,58,bottom
24,60,bottom
25,61,bottom
26,61,bottom
27,65,bottom
28,66,bottom
29,70,bottom
30,72,bottom
31,72,bottom
32,72,bottom
33,73,bottom
34,74,bottom
35,74,bottom
36,74,bottom
37,74,bottom
38,74,bottom
39,74,bottom
40,74,bottom
41,74,bottom
42,74,bottom
43,74,bottom
44,74,bottom
45,74,bottom
46,74,bottom
47,74,bottom
48,74,bottom
49,74,bottom
50,74,bottom
0,25,middle
1,127,middle
2,224,middle
3,265,middle
4,280,middle
5,295,middle
6,303,middle
7,307,middle
8,310,middle
9,314,middle
10,323,middle
11,325,middle
12,328,middle
13,330,middle
14,336,middle
15,341,middle
16,350,middle
17,351,middle
18,351,middle
19,355,middle
20,357,middle
21,361,middle
22,364,middle
23,367,middle
24,370,middle
25,371,middle
26,371,middle
27,371,middle
28,371,middle
29,371,middle
30,371,middle
31,371,middle
32,371,middle
33,371,middle
34,371,middle
35,371,middle
36,371,middle
37,371,middle
38,371,middle
39,371,middle
40,371,middle
41,371,middle
42,371,middle
43,371,middle
44,371,middle
45,371,middle
46,371,middle
47,371,middle
48,371,middle
49,371,middle
50,371,middle
0,6,bottom
1,18,bottom
2,23,bottom
3,30,bottom
4,38,bottom
5,43,bottom
6,45,bottom
7,50,bottom
8,52,bottom
9,53,bottom
10,57,bottom
11,58,bottom
12,58,bottom
13,60,bottom
14,60,bottom
15,61,bottom
16,63,bottom
17,69,bottom
18,69,bottom
19,69,bottom
20,69,bottom
21,69,bottom
22,69,bottom
23,69,bottom
24,69,bottom
25,69,bottom
26,69,bottom
27,69,bottom
28,69,bottom
29,69,bottom
30,69,bottom
31,69,bottom
32,69,bottom
33,69,bottom
34,69,bottom
35,69,bottom
36,69,bottom
37,69,bottom
38,69,bottom
39,69,bottom
40,69,bottom
41,69,bottom
42,69,bottom
43,69,bottom
44,69,bottom
45,69,bottom
46,69,bottom
47,69,bottom
48,69,bottom
49,69,bottom
50,69,bottom
0,1,bottom
1,5,bottom
2,7,bottom
3,7,bottom
4,9,bottom
5,13,bottom
6,15,bottom
7,16,bottom
8,16,bottom
9,17,bottom
10,20,bottom
11,24,bottom
12,25,bottom
13,26,bottom
14,26,bottom
15,26,bottom
16,26,bottom
17,26,bottom
18,26,bottom
19,26,bottom
20,26,bottom
21,28,bottom
22,28,bottom
23,28,bottom
24,28,bottom
25,28,bottom
26,28,bottom
27,28,bottom
28,28,bottom
29,28,bottom
30,28,bottom
31,28,bottom
32,28,bottom
33,28,bottom
34,28,bottom
35,28,bottom
36,28,bottom
37,28,bottom
38,28,bottom
39,28,bottom
40,28,bottom
41,28,bottom
42,28,bottom
43,28,bottom
44,28,bottom
45,28,bottom
46,28,bottom
47,28,bottom
48,28,bottom
49,28,bottom
50,28,bottom
0,1,bottom
1,2,bottom
2,2,bottom
3,2,bottom
4,2,bottom
5,2,bottom
6,2,bottom
7,3,bottom
8,5,bottom
9,10,bottom
10,14,bottom
11,22,bottom
12,29,bottom
13,36,bottom
14,37,bottom
15,38,bottom
16,42,bottom
17,42,bottom
18,43,bottom
19,43,bottom
20,50,bottom
21,50,bottom
22,51,bottom
23,53,bottom
24,55,bottom
25,56,bottom
26,56,bottom
27,59,bottom
28,59,bottom
29,60,bottom
30,63,bottom
31,63,bottom
32,63,bottom
33,63,bottom
34,63,bottom
35,63,bottom
36,63,bottom
37,63,bottom
38,63,bottom
39,63,bottom
40,63,bottom
41,63,bottom
42,63,bottom
43,63,bottom
44,63,bottom
45,63,bottom
46,63,bottom
47,63,bottom
48,63,bottom
49,63,bottom
50,63,bottom
0,1,bottom
1,1,bottom
2,4,bottom
3,5,bottom
4,9,bottom
5,12,bottom
6,15,bottom
7,17,bottom
8,21,bottom
9,23,bottom
10,24,bottom
11,26,bottom
12,28,bottom
13,30,bottom
14,32,bottom
15,33,bottom
16,33,bottom
17,33,bottom
18,34,bottom
19,35,bottom
20,36,bottom
21,36,bottom
22,36,bottom
23,36,bottom
24,36,bottom
25,36,bottom
26,36,bottom
27,36,bottom
28,36,bottom
29,36,bottom
30,36,bottom
31,36,bottom
32,36,bottom
33,36,bottom
34,36,bottom
35,36,bottom
36,36,bottom
37,36,bottom
38,36,bottom
39,36,bottom
40,36,bottom
41,36,bottom
42,36,bottom
43,36,bottom
44,36,bottom
45,36,bottom
46,36,bottom
47,36,bottom
48,36,bottom
49,36,bottom
50,36,bottom
0,9,bottom
1,32,bottom
2,44,bottom
3,55,bottom
4,63,bottom
5,66,bottom
6,68,bottom
7,70,bottom
8,72,bottom
9,72,bottom
10,73,bottom
11,74,bottom
12,74,bottom
13,74,bottom
14,74,bottom
15,74,bottom
16,76,bottom
17,77,bottom
18,79,bottom
19,80,bottom
20,82,bottom
21,83,bottom
22,85,bottom
23,87,bottom
24,91,bottom
25,93,bottom
26,93,bottom
27,93,bottom
28,93,bottom
29,93,bottom
30,93,bottom
31,93,bottom
32,93,bottom
33,93,bottom
34,93,bottom
35,93,bottom
36,93,bottom
37,93,bottom
38,93,bottom
39,93,bottom
40,93,bottom
41,93,bottom
42,93,bottom
43,93,bottom
44,93,bottom
45,93,bottom
46,93,bottom
47,93,bottom
48,93,bottom
49,93,bottom
50,93,bottom
0,6,middle
1,16,middle
2,25,middle
3,26,middle
4,30,middle
5,33,middle
6,34,middle
7,35,middle
8,39,middle
9,48,middle
10,67,middle
11,97,middle
12,130,middle
13,163,middle
14,198,middle
15,228,middle
16,238,middle
17,253,middle
18,270,middle
19,279,middle
20,298,middle
21,320,middle
22,341,middle
23,374,middle
24,399,middle
25,420,middle
26,421,middle
27,421,middle
28,421,middle
29,421,middle
30,421,middle
31,421,middle
32,421,middle
33,421,middle
34,421,middle
35,421,middle
36,421,middle
37,421,middle
38,421,middle
39,421,middle
40,421,middle
41,421,middle
42,421,middle
43,421,middle
44,421,middle
45,421,middle
46,421,middle
47,421,middle
48,421,middle
49,421,middle
50,421,middle
0,1,bottom
1,1,bottom
2,6,bottom
3,12,bottom
4,17,bottom
5,22,bottom
6,24,bottom
7,25,bottom
8,42,bottom
9,49,bottom
10,57,bottom
11,58,bottom
12,62,bottom
13,64,bottom
14,66,bottom
15,69,bottom
16,69,bottom
17,69,bottom
18,72,bottom
19,74,bottom
20,75,bottom
21,77,bottom
22,77,bottom
23,77,bottom
24,77,bottom
25,77,bottom
26,77,bottom
27,77,bottom
28,77,bottom
29,77,bottom
30,77,bottom
31,77,bottom
32,77,bottom
33,77,bottom
34,77,bottom
35,77,bottom
36,77,bottom
37,77,bottom
38,77,bottom
39,77,bottom
40,77,bottom
41,77,bottom
42,77,bottom
43,77,bottom
44,77,bottom
45,77,bottom
46,77,bottom
47,77,bottom
48,77,bottom
49,77,bottom
50,77,bottom
0,3,middle
1,4,middle
2,8,middle
