age,n,group
45,132,middle
46,132,middle
47,132,middle
48,132,middle
49,132,middle
50,132,middle
0,2,middle
1,22,middle
2,35,middle
3,48,middle
4,57,middle
5,64,middle
6,72,middle
7,79,middle
8,92,middle
9,101,middle
10,111,middle
11,119,middle
12,126,middle
13,137,middle
14,146,middle
15,146,middle
16,146,middle
17,146,middle
18,146,middle
19,146,middle
20,146,middle
21,146,middle
22,146,middle
23,146,middle
24,146,middle
25,146,middle
26,146,middle
27,146,middle
28,146,middle
29,146,middle
30,146,middle
31,146,middle
32,146,middle
33,146,middle
34,146,middle
35,146,middle
36,146,middle
37,146,middle
38,146,middle
39,146,middle
40,146,middle
41,146,middle
42,146,middle
43,146,middle
44,146,middle
45,146,middle
46,146,middle
47,146,middle
48,146,middle
49,146,middle
50,146,middle
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,2,bottom
8,3,bottom
9,3,bottom
10,6,bottom
11,6,bottom
12,9,bottom
13,10,bottom
14,11,bottom
15,13,bottom
16,16,bottom
17,24,bottom
18,29,bottom
19,30,bottom
20,32,bottom
21,32,bottom
22,32,bottom
23,32,bottom
24,32,bottom
25,32,bottom
26,32,bottom
27,32,bottom
28,32,bottom
29,32,bottom
30,32,bottom
31,32,bottom
32,32,bottom
33,32,bottom
34,32,bottom
35,32,bottom
36,32,bottom
37,32,bottom
38,32,bottom
39,32,bottom
40,32,bottom
41,32,bottom
42,32,bottom
43,32,bottom
44,32,bottom
45,32,bottom
46,32,bottom
47,32,bottom
48,32,bottom
49,32,bottom
50,32,bottom
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,15,bottom
8,23,bottom
9,36,bottom
10,38,bottom
11,39,bottom
12,47,bottom
13,50,bottom
14,52,bottom
15,58,bottom
16,59,bottom
17,60,bottom
18,63,bottom
19,64,bottom
20,66,bottom
21,69,bottom
22,69,bottom
23,69,bottom
24,69,bottom
25,69,bottom
26,69,bottom
27,69,bottom
28,69,bottom
29,69,bottom
30,69,bottom
31,69,bottom
32,69,bottom
33,69,bottom
34,69,bottom
35,69,bottom
36,69,bottom
37,69,bottom
38,69,bottom
39,69,bottom
40,69,bottom
41,69,bottom
42,69,bottom
43,69,bottom
44,69,bottom
45,69,bottom
46,69,bottom
47,69,bottom
48,69,bottom
49,69,bottom
50,69,bottom
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,1,bottom
11,1,bottom
12,1,bottom
13,1,bottom
14,1,bottom
15,14,bottom
16,39,bottom
17,74,bottom
18,85,bottom
19,113,bottom
20,139,bottom
21,153,bottom
22,155,bottom
23,155,bottom
24,155,bottom
25,155,bottom
26,155,bottom
27,155,bottom
28,155,bottom
29,155,bottom
30,155,bottom
31,155,bottom
32,155,bottom
33,155,bottom
34,155,bottom
35,155,bottom
36,155,bottom
37,155,bottom
38,155,bottom
39,155,bottom
40,155,bottom
41,155,bottom
42,155,bottom
43,155,bottom
44,155,bottom
45,155,bottom
46,155,bottom
47,155,bottom
48,155,bottom
49,155,bottom
50,155,bottom
0,2,bottom
1,3,bottom
2,6,bottom
3,6,bottom
4,8,bottom
5,9,bottom
6,11,bottom
7,13,bottom
8,13,bottom
9,24,bottom
10,38,bottom
11,46,bottom
12,58,bottom
13,76,bottom
14,84,bottom
15,95,bottom
16,104,bottom
17,104,bottom
18,104,bottom
19,104,bottom
20,104,bottom
21,104,bottom
22,104,bottom
23,104,bottom
24,104,bottom
25,104,bottom
26,104,bottom
27,104,bottom
28,104,bottom
29,104,bottom
30,104,bottom
31,104,bottom
32,104,bottom
33,104,bottom
34,104,bottom
35,104,bottom
36,104,bottom
37,104,bottom
38,104,bottom
39,104,bottom
40,104,bottom
41,104,bottom
42,104,bottom
43,104,bottom
44,104,bottom
45,104,bottom
46,104,bottom
47,104,bottom
48,104,bottom
49,104,bottom
50,104,bottom
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,1,bottom
11,1,bottom
12,1,bottom
13,1,bottom
14,1,bottom
15,1,bottom
16,1,bottom
17,1,bottom
18,1,bottom
19,1,bottom
20,1,bottom
21,1,bottom
22,1,bottom
23,1,bottom
24,1,bottom
25,2,bottom
26,2,bottom
27,2,bottom
28,3,bottom
29,3,bottom
30,3,bottom
31,3,bottom
32,3,bottom
33,5,bottom
34,5,bottom
35,7,bottom
36,7,bottom
37,7,bottom
38,7,bottom
39,7,bottom
40,7,bottom
41,7,bottom
42,7,bottom
43,7,bottom
44,7,bottom
45,7,bottom
46,9,bottom
47,12,bottom
48,16,bottom
49,19,bottom
50,19,bottom
0,4,bottom
1,7,bottom
2,10,bottom
3,14,bottom
4,21,bottom
5,24,bottom
6,28,bottom
7,33,bottom
8,42,bottom
9,44,bottom
10,52,bottom
11,55,bottom
12,58,bottom
13,63,bottom
14,72,bottom
15,74,bottom
16,76,bottom
17,76,bottom
18,76,bottom
19,76,bottom
20,76,bottom
21,76,bottom
22,76,bottom
23,76,bottom
24,76,bottom
25,76,bottom
26,76,bottom
27,76,bottom
28,76,bottom
29,76,bottom
30,76,bottom
31,76,bottom
32,76,bottom
33,76,bottom
34,76,bottom
35,76,bottom
36,76,bottom
37,76,bottom
38,76,bottom
39,76,bottom
40,76,bottom
41,76,bottom
42,76,bottom
43,76,bottom
44,76,bottom
45,76,bottom
46,76,bottom
47,76,bottom
48,76,bottom
49,76,bottom
50,76,bottom
0,1,bottom
1,1,bottom
2,5,bottom
3,5,bottom
4,6,bottom
5,6,bottom
6,6,bottom
7,7,bottom
8,12,bottom
9,16,bottom
10,18,bottom
11,22,bottom
12,28,bottom
13,32,bottom
14,37,bottom
15,38,bottom
16,40,bottom
17,45,bottom
18,47,bottom
19,47,bottom
20,47,bottom
21,47,bottom
22,47,bottom
23,47,bottom
24,47,bottom
25,47,bottom
26,47,bottom
27,47,bottom
28,47,bottom
29,47,bottom
30,47,bottom
31,47,bottom
32,47,bottom
33,47,bottom
34,47,bottom
35,47,bottom
36,47,bottom
37,47,bottom
38,47,bottom
39,47,bottom
40,47,bottom
41,47,bottom
42,47,bottom
43,47,bottom
44,47,bottom
45,47,bottom
46,47,bottom
47,47,bottom
48,47,bottom
49,47,bottom
50,47,bottom
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,1,bottom
11,1,bottom
12,1,bottom
13,1,bottom
14,1,bottom
15,1,bottom
16,1,bottom
17,1,bottom
18,1,bottom
19,1,bottom
20,1,bottom
21,1,bottom
22,1,bottom
23,1,bottom
24,1,bottom
25,1,bottom
26,1,bottom
27,1,bottom
28,1,bottom
29,1,bottom
30,1,bottom
31,1,bottom
32,1,bottom
33,1,bottom
34,1,bottom
35,1,bottom
36,1,bottom
37,1,bottom
38,1,bottom
39,1,bottom
40,1,bottom
41,1,bottom
42,1,bottom
43,1,bottom
44,1,bottom
45,1,bottom
46,1,bottom
47,1,bottom
48,1,bottom
49,1,bottom
50,1,bottom
0,1,bottom
1,2,bottom
2,2,bottom
3,2,bottom
4,3,bottom
5,4,bottom
6,5,bottom
7,6,bottom
8,7,bottom
9,7,bottom
10,7,bottom
11,8,bottom
12,8,bottom
13,8,bottom
14,10,bottom
15,11,bottom
16,11,bottom
17,11,bottom
18,11,bottom
19,11,bottom
20,11,bottom
21,11,bottom
22,11,bottom
23,11,bottom
24,11,bottom
25,11,bottom
26,11,bottom
27,11,bottom
28,11,bottom
29,11,bottom
30,11,bottom
31,11,bottom
32,11,bottom
33,11,bottom
34,11,bottom
35,11,bottom
36,11,bottom
37,11,bottom
38,11,bottom
39,11,bottom
40,11,bottom
41,11,bottom
42,11,bottom
43,11,bottom
44,11,bottom
45,11,bottom
46,11,bottom
47,11,bottom
48,11,bottom
49,11,bottom
50,11,bottom
0,3,bottom
1,7,bottom
2,8,bottom
3,9,bottom
4,13,bottom
5,20,bottom
6,24,bottom
7,35,bottom
8,42,bottom
9,53,bottom
10,61,bottom
11,76,bottom
12,80,bottom
13,86,bottom
14,93,bottom
15,99,bottom
16,99,bottom
17,99,bottom
18,99,bottom
19,99,bottom
20,99,bottom
21,99,bottom
22,99,bottom
23,99,bottom
24,99,bottom
25,99,bottom
26,99,bottom
27,99,bottom
28,99,bottom
29,99,bottom
30,99,bottom
31,99,bottom
32,99,bottom
33,99,bottom
34,99,bottom
35,99,bottom
36,99,bottom
37,99,bottom
38,99,bottom
39,99,bottom
40,99,bottom
41,99,bottom
42,99,bottom
43,99,bottom
44,99,bottom
45,99,bottom
46,99,bottom
47,99,bottom
48,99,bottom
49,99,bottom
50,99,bottom
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,1,bottom
11,1,bottom
12,1,bottom
13,1,bottom
14,1,bottom
15,1,bottom
16,1,bottom
17,1,bottom
18,1,bottom
19,1,bottom
20,1,bottom
21,1,bottom
22,1,bottom
23,1,bottom
24,1,bottom
25,1,bottom
26,1,bottom
27,1,bottom
28,1,bottom
29,1,bottom
30,1,bottom
31,1,bottom
32,1,bottom
33,1,bottom
34,1,bottom
35,1,bottom
36,1,bottom
37,1,bottom
38,1,bottom
39,1,bottom
40,1,bottom
41,1,bottom
42,1,bottom
43,1,bottom
44,1,bottom
45,1,bottom
46,1,bottom
47,1,bottom
48,1,bottom
49,1,bottom
50,1,bottom
0,1,bottom
1,9,bottom
2,11,bottom
3,15,bottom
4,17,bottom
5,25,bottom
6,34,bottom
7,47,bottom
8,54,bottom
9,62,bottom
10,73,bottom
11,84,bottom
12,96,bottom
13,106,bottom
14,124,bottom
15,131,bottom
16,131,bottom
17,131,bottom
18,131,bottom
19,131,bottom
20,131,bottom
21,131,bottom
22,131,bottom
23,131,bottom
24,131,bottom
25,131,bottom
26,131,bottom
27,131,bottom
28,131,bottom
29,131,bottom
30,131,bottom
31,131,bottom
32,131,bottom
33,131,bottom
34,131,bottom
35,131,bottom
36,131,bottom
37,131,bottom
38,131,bottom
39,131,bottom
40,131,bottom
41,131,bottom
42,131,bottom
43,131,bottom
44,131,bottom
45,131,bottom
46,131,bottom
47,131,bottom
48,131,bottom
49,131,bottom
50,131,bottom
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,1,middle
9,1,middle
10,1,middle
11,1,middle
12,11,middle
13,67,middle
14,119,middle
15,179,middle
16,239,middle
17,293,middle
18,343,middle
19,398,middle
20,445,middle
21,496,middle
22,501,middle
23,501,middle
24,501,middle
25,501,middle
26,501,middle
27,501,middle
28,501,middle
29,501,middle
30,501,middle
31,501,middle
32,501,middle
33,501,middle
34,501,middle
35,501,middle
36,501,middle
37,501,middle
38,501,middle
39,501,middle
40,501,middle
41,501,middle
42,501,middle
43,501,middle
44,501,middle
45,501,middle
46,501,middle
47,501,middle
48,501,middle
49,501,middle
50,501,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,42,middle
9,124,middle
10,126,middle
11,159,middle
12,176,middle
13,223,middle
14,273,middle
15,370,middle
16,420,middle
17,444,middle
18,503,middle
19,557,middle
20,601,middle
21,628,middle
22,628,middle
23,628,middle
24,628,middle
25,628,middle
26,628,middle
27,628,middle
28,628,middle
29,628,middle
30,628,middle
31,628,middle
32,628,middle
33,628,middle
34,628,middle
35,628,middle
36,628,middle
37,628,middle
38,628,middle
39,628,middle
40,628,middle
41,628,middle
42,628,middle
43,628,middle
44,628,middle
45,628,middle
46,628,middle
47,628,middle
48,628,middle
49,628,middle
50,628,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,8,middle
9,19,middle
10,32,middle
11,45,middle
12,59,middle
13,70,middle
14,89,middle
15,105,middle
16,118,middle
17,125,middle
18,134,middle
19,146,middle
20,153,middle
21,166,middle
22,167,middle
23,167,middle
24,167,middle
25,167,middle
26,167,middle
27,167,middle
28,167,middle
29,167,middle
30,167,middle
31,167,middle
32,167,middle
33,167,middle
34,167,middle
35,167,middle
36,167,middle
37,167,middle
38,167,middle
39,167,middle
40,167,middle
41,167,middle
42,167,middle
43,167,middle
44,167,middle
45,167,middle
46,167,middle
47,167,middle
48,167,middle
49,167,middle
50,167,middle
0,1,bottom
1,2,bottom
2,3,bottom
3,9,bottom
4,10,bottom
5,14,bottom
6,18,bottom
7,20,bottom
8,22,bottom
9,27,bottom
10,31,bottom
11,36,bottom
12,42,bottom
13,46,bottom
14,49,bottom
15,54,bottom
16,54,bottom
17,54,bottom
18,54,bottom
19,54,bottom
20,54,bottom
21,54,bottom
22,54,bottom
23,54,bottom
24,54,bottom
25,54,bottom
26,54,bottom
27,54,bottom
28,54,bottom
29,54,bottom
30,54,bottom
31,54,bottom
32,54,bottom
33,54,bottom
34,54,bottom
35,54,bottom
36,54,bottom
37,54,bottom
38,54,bottom
39,54,bottom
40,54,bottom
41,54,bottom
42,54,bottom
43,54,bottom
44,54,bottom
45,54,bottom
46,54,bottom
47,54,bottom
48,54,bottom
49,54,bottom
50,54,bottom
0,2,bottom
1,3,bottom
2,4,bottom
3,5,bottom
4,8,bottom
5,9,bottom
6,10,bottom
7,12,bottom
8,12,bottom
9,17,bottom
10,28,bottom
11,39,bottom
12,45,bottom
13,51,bottom
14,59,bottom
15,59,bottom
16,59,bottom
17,59,bottom
18,59,bottom
19,59,bottom
20,59,bottom
21,59,bottom
22,59,bottom
23,59,bottom
24,59,bottom
25,59,bottom
26,59,bottom
27,59,bottom
28,59,bottom
29,59,bottom
30,59,bottom
31,59,bottom
32,59,bottom
33,59,bottom
34,59,bottom
35,59,bottom
36,59,bottom
37,59,bottom
38,59,bottom
39,59,bottom
40,59,bottom
41,59,bottom
42,59,bottom
43,59,bottom
44,59,bottom
45,59,bottom
46,59,bottom
47,59,bottom
48,59,bottom
49,59,bottom
50,59,bottom
0,1,bottom
1,3,bottom
2,9,bottom
3,10,bottom
4,14,bottom
5,20,bottom
6,21,bottom
7,25,bottom
8,42,bottom
9,56,bottom
10,61,bottom
11,68,bottom
12,76,bottom
13,77,bottom
14,77,bottom
15,78,bottom
16,78,bottom
17,78,bottom
18,78,bottom
19,78,bottom
20,78,bottom
21,78,bottom
22,78,bottom
23,78,bottom
24,78,bottom
25,78,bottom
26,78,bottom
27,78,bottom
28,78,bottom
29,78,bottom
30,78,bottom
31,78,bottom
32,78,bottom
33,78,bottom
34,78,bottom
35,78,bottom
36,78,bottom
37,78,bottom
38,78,bottom
39,78,bottom
40,78,bottom
41,78,bottom
42,78,bottom
43,78,bottom
44,78,bottom
45,78,bottom
46,78,bottom
47,78,bottom
48,78,bottom
49,78,bottom
50,78,bottom
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,7,middle
9,21,middle
10,32,middle
11,55,middle
12,71,middle
13,101,middle
14,133,middle
15,150,middle
16,164,middle
17,174,middle
18,187,middle
19,202,middle
20,217,middle
21,227,middle
22,227,middle
23,227,middle
24,227,middle
25,227,middle
26,227,middle
27,227,middle
28,227,middle
29,227,middle
30,227,middle
31,227,middle
32,227,middle
33,227,middle
34,227,middle
35,227,middle
36,227,middle
37,227,middle
38,227,middle
39,227,middle
40,227,middle
41,227,middle
42,227,middle
43,227,middle
44,227,middle
45,227,middle
46,227,middle
47,227,middle
48,227,middle
49,227,middle
50,227,middle
0,4,bottom
1,13,bottom
2,15,bottom
3,17,bottom
4,20,bottom
5,24,bottom
6,25,bottom
7,26,bottom
8,27,bottom
9,30,bottom
10,30,bottom
11,31,bottom
12,33,bottom
13,35,bottom
14,36,bottom
15,36,bottom
16,36,bottom
17,36,bottom
18,36,bottom
19,36,bottom
20,36,bottom
21,36,bottom
22,36,bottom
23,36,bottom
24,36,bottom
25,36,bottom
26,36,bottom
27,36,bottom
28,36,bottom
29,36,bottom
30,36,bottom
31,36,bottom
32,36,bottom
33,36,bottom
34,36,bottom
35,36,bottom
36,36,bottom
37,36,bottom
38,36,bottom
39,36,bottom
40,36,bottom
41,36,bottom
42,36,bottom
43,36,bottom
44,36,bottom
45,36,bottom
46,36,bottom
47,36,bottom
48,36,bottom
49,36,bottom
50,36,bottom
0,2,bottom
1,2,bottom
2,2,bottom
3,2,bottom
4,2,bottom
5,2,bottom
6,2,bottom
7,3,bottom
8,5,bottom
9,8,bottom
10,9,bottom
11,12,bottom
12,16,bottom
13,21,bottom
14,27,bottom
15,33,bottom
16,38,bottom
17,39,bottom
18,44,bottom
19,50,bottom
20,54,bottom
21,61,bottom
22,61,bottom
23,61,bottom
24,61,bottom
25,61,bottom
26,61,bottom
27,61,bottom
28,61,bottom
29,61,bottom
30,61,bottom
31,61,bottom
32,61,bottom
33,61,bottom
34,61,bottom
35,61,bottom
36,61,bottom
37,61,bottom
38,61,bottom
39,61,bottom
40,61,bottom
41,61,bottom
42,61,bottom
43,61,bottom
44,61,bottom
45,61,bottom
46,61,bottom
47,61,bottom
48,61,bottom
49,61,bottom
50,61,bottom
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,2,middle
8,18,middle
9,28,middle
10,33,middle
11,43,middle
12,61,middle
13,77,middle
14,89,middle
15,105,middle
16,123,middle
17,140,middle
18,153,middle
19,174,middle
20,186,middle
21,190,middle
22,190,middle
23,190,middle
24,190,middle
25,190,middle
26,190,middle
27,190,middle
28,190,middle
29,190,middle
30,190,middle
31,190,middle
32,190,middle
33,190,middle
34,190,middle
35,190,middle
36,190,middle
37,190,middle
38,190,middle
39,190,middle
40,190,middle
41,190,middle
42,190,middle
43,190,middle
44,190,middle
45,190,middle
46,190,middle
47,190,middle
48,190,middle
49,190,middle
50,190,middle
0,4,bottom
1,7,bottom
2,14,bottom
3,16,bottom
4,24,bottom
5,26,bottom
6,30,bottom
7,31,bottom
8,31,bottom
9,31,bottom
10,31,bottom
11,32,bottom
12,32,bottom
13,33,bottom
14,33,bottom
15,33,bottom
16,33,bottom
17,33,bottom
18,33,bottom
19,33,bottom
20,33,bottom
21,33,bottom
22,33,bottom
23,33,bottom
24,33,bottom
25,33,bottom
26,33,bottom
27,33,bottom
28,33,bottom
29,33,bottom
30,33,bottom
31,33,bottom
32,33,bottom
33,33,bottom
34,33,bottom
35,33,bottom
36,33,bottom
37,33,bottom
38,33,bottom
39,33,bottom
40,33,bottom
41,33,bottom
42,33,bottom
43,33,bottom
44,33,bottom
45,33,bottom
46,33,bottom
47,33,bottom
48,33,bottom
49,33,bottom
50,33,bottom
0,2,middle
1,7,middle
2,7,middle
3,7,middle
4,7,middle
5,7,middle
6,7,middle
7,7,middle
8,7,middle
9,7,middle
10,7,middle
11,7,middle
12,8,middle
13,8,middle
14,8,middle
15,8,middle
16,8,middle
17,8,middle
18,8,middle
19,8,middle
20,27,middle
21,39,middle
22,47,middle
23,64,middle
24,77,middle
25,89,middle
26,101,middle
27,114,middle
28,120,middle
29,132,middle
30,140,middle
31,146,middle
32,153,middle
33,158,middle
34,158,middle
35,158,middle
36,158,middle
37,158,middle
38,158,middle
39,158,middle
40,158,middle
41,158,middle
42,158,middle
43,158,middle
44,158,middle
45,158,middle
46,158,middle
47,158,middle
48,158,middle
49,158,middle
50,158,middle
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,3,bottom
8,7,bottom
9,20,bottom
10,36,bottom
11,50,bottom
12,56,bottom
13,64,bottom
14,67,bottom
15,72,bottom
16,75,bottom
17,79,bottom
18,84,bottom
19,87,bottom
20,87,bottom
21,92,bottom
22,92,bottom
23,92,bottom
24,92,bottom
25,92,bottom
26,92,bottom
27,92,bottom
28,92,bottom
29,92,bottom
30,92,bottom
31,92,bottom
32,92,bottom
33,92,bottom
34,92,bottom
35,92,bottom
36,92,bottom
37,92,bottom
38,92,bottom
39,92,bottom
40,92,bottom
41,92,bottom
42,92,bottom
43,92,bottom
44,92,bottom
45,92,bottom
46,92,bottom
47,92,bottom
48,92,bottom
49,92,bottom
50,92,bottom
0,1,bottom
1,1,bottom
2,6,bottom
3,10,bottom
4,36,bottom
5,72,bottom
6,110,bottom
7,120,bottom
8,127,bottom
9,129,bottom
10,131,bottom
11,134,bottom
12,140,bottom
13,144,bottom
14,165,bottom
15,167,bottom
16,167,bottom
17,167,bottom
18,167,bottom
19,167,bottom
20,167,bottom
21,167,bottom
22,167,bottom
23,167,bottom
24,167,bottom
25,167,bottom
26,167,bottom
27,167,bottom
28,167,bottom
29,167,bottom
30,167,bottom
31,167,bottom
32,167,bottom
33,167,bottom
34,167,bottom
35,167,bottom
36,167,bottom
37,167,bottom
38,167,bottom
39,167,bottom
40,167,bottom
41,167,bottom
42,167,bottom
43,167,bottom
44,167,bottom
45,167,bottom
46,167,bottom
47,167,bottom
48,167,bottom
49,167,bottom
50,167,bottom
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,2,middle
8,51,middle
9,89,middle
10,91,middle
11,128,middle
12,135,middle
13,148,middle
14,156,middle
15,156,middle
16,156,middle
17,156,middle
18,156,middle
19,156,middle
20,156,middle
21,156,middle
22,156,middle
23,156,middle
24,156,middle
25,156,middle
26,156,middle
27,156,middle
28,156,middle
29,156,middle
30,156,middle
31,156,middle
32,156,middle
33,156,middle
34,156,middle
35,156,middle
36,156,middle
37,156,middle
38,156,middle
39,156,middle
40,156,middle
41,156,middle
42,156,middle
43,156,middle
44,156,middle
45,156,middle
46,156,middle
47,156,middle
48,156,middle
49,156,middle
50,156,middle
0,4,bottom
1,4,bottom
2,4,bottom
3,4,bottom
4,4,bottom
5,4,bottom
6,4,bottom
7,4,bottom
8,5,bottom
9,5,bottom
10,5,bottom
11,5,bottom
12,5,bottom
13,6,bottom
14,6,bottom
15,6,bottom
16,6,bottom
17,6,bottom
18,6,bottom
19,6,bottom
20,6,bottom
21,6,bottom
22,6,bottom
23,6,bottom
24,6,bottom
25,6,bottom
26,6,bottom
27,6,bottom
28,6,bottom
29,6,bottom
30,6,bottom
31,6,bottom
32,6,bottom
33,6,bottom
34,6,bottom
35,6,bottom
36,6,bottom
37,6,bottom
38,6,bottom
39,6,bottom
40,6,bottom
41,6,bottom
42,6,bottom
43,6,bottom
44,6,bottom
45,6,bottom
46,6,bottom
47,6,bottom
48,6,bottom
49,6,bottom
50,6,bottom
0,3,bottom
1,5,bottom
2,11,bottom
3,15,bottom
4,15,bottom
5,19,bottom
6,24,bottom
7,30,bottom
8,36,bottom
9,38,bottom
10,41,bottom
11,48,bottom
12,53,bottom
13,57,bottom
14,61,bottom
15,61,bottom
16,61,bottom
17,61,bottom
18,61,bottom
19,61,bottom
20,61,bottom
21,61,bottom
22,61,bottom
23,61,bottom
24,61,bottom
25,61,bottom
26,61,bottom
27,61,bottom
28,61,bottom
29,61,bottom
30,61,bottom
31,61,bottom
32,61,bottom
33,61,bottom
34,61,bottom
35,61,bottom
36,61,bottom
37,61,bottom
38,61,bottom
39,61,bottom
40,61,bottom
41,61,bottom
42,61,bottom
43,61,bottom
44,61,bottom
45,61,bottom
46,61,bottom
47,61,bottom
48,61,bottom
49,61,bottom
50,61,bottom
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,4,middle
9,14,middle
10,58,middle
11,118,middle
12,175,middle
13,210,middle
14,243,middle
15,279,middle
16,293,middle
17,293,middle
18,293,middle
19,293,middle
20,293,middle
21,293,middle
22,293,middle
23,293,middle
24,293,middle
25,293,middle
26,293,middle
27,293,middle
28,293,middle
29,293,middle
30,293,middle
31,293,middle
32,293,middle
33,293,middle
34,293,middle
35,293,middle
36,293,middle
37,293,middle
38,293,middle
39,293,middle
40,293,middle
41,293,middle
42,293,middle
43,293,middle
44,293,middle
45,293,middle
46,293,middle
47,293,middle
48,293,middle
49,293,middle
50,293,middle
0,4,bottom
1,7,bottom
2,11,bottom
3,15,bottom
4,19,bottom
5,23,bottom
6,29,bottom
7,38,bottom
8,47,bottom
9,52,bottom
10,54,bottom
11,57,bottom
12,59,bottom
13,66,bottom
14,68,bottom
15,68,bottom
16,68,bottom
17,68,bottom
18,68,bottom
19,68,bottom
20,68,bottom
21,68,bottom
22,68,bottom
23,68,bottom
24,68,bottom
25,68,bottom
26,68,bottom
27,68,bottom
28,68,bottom
29,68,bottom
30,68,bottom
31,68,bottom
32,68,bottom
33,68,bottom
34,68,bottom
35,68,bottom
36,68,bottom
37,68,bottom
38,68,bottom
39,68,bottom
40,68,bottom
41,68,bottom
42,68,bottom
43,68,bottom
44,68,bottom
45,68,bottom
46,68,bottom
47,68,bottom
48,68,bottom
49,68,bottom
50,68,bottom
0,5,middle
1,7,middle
2,19,middle
3,23,middle
4,26,middle
5,34,middle
6,49,middle
7,59,middle
8,64,middle
9,67,middle
10,75,middle
11,75,middle
12,75,middle
13,75,middle
14,75,middle
15,75,middle
16,75,middle
17,75,middle
18,75,middle
19,75,middle
20,75,middle
21,75,middle
22,75,middle
23,75,middle
24,75,middle
25,75,middle
26,75,middle
27,75,middle
28,75,middle
29,75,middle
30,75,middle
31,75,middle
32,75,middle
33,75,middle
34,75,middle
35,75,middle
36,75,middle
37,75,middle
38,75,middle
39,75,middle
40,75,middle
41,75,middle
42,75,middle
43,75,middle
44,75,middle
45,75,middle
46,75,middle
47,75,middle
48,75,middle
49,75,middle
50,75,middle
0,1,bottom
1,5,bottom
2,9,bottom
3,13,bottom
4,18,bottom
5,23,bottom
6,30,bottom
7,34,bottom
8,35,bottom
9,39,bottom
10,46,bottom
11,52,bottom
12,57,bottom
13,58,bottom
14,58,bottom
15,58,bottom
16,58,bottom
17,58,bottom
18,58,bottom
19,58,bottom
20,58,bottom
21,58,bottom
22,58,bottom
23,58,bottom
24,58,bottom
25,58,bottom
26,58,bottom
27,58,bottom
28,58,bottom
29,58,bottom
30,58,bottom
31,58,bottom
32,58,bottom
33,58,bottom
34,58,bottom
35,58,bottom
36,58,bottom
37,58,bottom
38,58,bottom
39,58,bottom
40,58,bottom
41,58,bottom
42,58,bottom
43,58,bottom
44,58,bottom
45,58,bottom
46,58,bottom
47,58,bottom
48,58,bottom
49,58,bottom
50,58,bottom
0,1,bottom
1,4,bottom
2,6,bottom
3,6,bottom
4,6,bottom
5,10,bottom
6,14,bottom
7,19,bottom
8,24,bottom
9,26,bottom
10,28,bottom
11,30,bottom
12,31,bottom
13,31,bottom
14,31,bottom
15,31,bottom
16,31,bottom
17,31,bottom
18,31,bottom
19,31,bottom
20,31,bottom
21,31,bottom
22,31,bottom
23,31,bottom
24,31,bottom
25,31,bottom
26,31,bottom
27,31,bottom
28,31,bottom
29,31,bottom
30,31,bottom
31,31,bottom
32,31,bottom
33,31,bottom
34,31,bottom
35,31,bottom
36,31,bottom
37,31,bottom
38,31,bottom
39,31,bottom
40,31,bottom
41,31,bottom
42,31,bottom
43,31,bottom
44,31,bottom
45,31,bottom
46,31,bottom
47,31,bottom
48,31,bottom
49,31,bottom
50,31,bottom
0,5,bottom
1,21,bottom
2,30,bottom
3,35,bottom
4,36,bottom
5,36,bottom
6,36,bottom
7,36,bottom
8,36,bottom
9,36,bottom
10,36,bottom
11,36,bottom
12,36,bottom
13,36,bottom
14,36,bottom
15,36,bottom
16,36,bottom
17,36,bottom
18,36,bottom
19,36,bottom
20,36,bottom
21,36,bottom
